,int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie,Cat_Classe_Designation_Num
8538,8538,330,53,169065,N,PANNE COURT TERME,EQP,311FLRR,CATERPILLA,08/10/2019,15/02/2023,98,97,"1,01",11058,2020,47,254,109220.0,100000,97,,3.0
8539,8539,330,53,169065,N,PANNE COURT TERME,EQP,311FLRR,CATERPILLA,08/10/2019,15/02/2023,98,97,"1,01",21045,2021,93,204,109650.0,100000,41,,3.0
8540,8540,330,53,169065,N,PANNE COURT TERME,EQP,311FLRR,CATERPILLA,08/10/2019,15/02/2023,98,97,"1,01","15649,1",2022,63,254,109220.0,100000,69,,3.0
8541,8541,330,53,173840,S,VENDU,EQP,ECR25,VOLVO,31/05/2019,19/12/2022,101,97,"1,04","8171,67",2018,113,252,46620.0,23700,33,24/11/2022,3.0
8542,8542,330,53,173840,S,VENDU,EQP,ECR25,VOLVO,31/05/2019,19/12/2022,101,97,"1,04","8422,22",2019,87,251,46435.0,23700,32,24/11/2022,3.0
8543,8543,330,53,173840,S,VENDU,EQP,ECR25,VOLVO,31/05/2019,19/12/2022,101,97,"1,04","5947,74",2020,87,254,46990.0,23700,50,24/11/2022,3.0
8544,8544,330,53,173840,S,VENDU,EQP,ECR25,VOLVO,31/05/2019,19/12/2022,101,97,"1,04","4636,92",2021,71,246,47175.0,23700,57,24/11/2022,3.0
8545,8545,330,53,173840,S,VENDU,EQP,ECR25,VOLVO,31/05/2019,19/12/2022,101,97,"1,04",11219,2022,133,227,41995.0,23700,22,24/11/2022,3.0
8546,8546,330,53,179136,A,DISPONIBLE,ACC,BMICF230+CLBR2,MAGSI,16/06/2014,30/08/2022,102,83,"1,22",153,2021,34,256,0.0,2300,94,,1.0
8547,8547,330,53,179137,A,DISPONIBLE,ACC,BMICF230+CLBR2,MAGSI,16/06/2014,22/07/2022,102,83,"1,22",0,2018,0,365,0.0,2300,0,,1.0
8548,8548,330,53,179137,A,DISPONIBLE,ACC,BMICF230+CLBR2,MAGSI,16/06/2014,22/07/2022,102,83,"1,22",0,2019,0,365,0.0,2300,0,,1.0
8549,8549,330,53,179137,A,DISPONIBLE,ACC,BMICF230+CLBR2,MAGSI,16/06/2014,22/07/2022,102,83,"1,22",210,2020,32,343,5175.0,2300,82,,1.0
8550,8550,330,53,179137,A,DISPONIBLE,ACC,BMICF230+CLBR2,MAGSI,16/06/2014,22/07/2022,102,83,"1,22",135,2021,54,365,9125.0,2300,136,,1.0
8551,8551,330,53,179137,A,DISPONIBLE,ACC,BMICF230+CLBR2,MAGSI,16/06/2014,22/07/2022,102,83,"1,22","109,2",2022,39,365,9125.0,2300,168,,1.0
8552,8552,330,53,179284,O,EN LOCATION,EQP,VIO57UCR,YANMAR,14/10/2014,31/01/2023,98,97,"1,01",8550,2018,243,252,79380.0,36500,60,,3.0
8553,8553,330,53,179284,O,EN LOCATION,EQP,VIO57UCR,YANMAR,14/10/2014,31/01/2023,98,97,"1,01","6971,5",2019,193,251,79065.0,36500,70,,3.0
8554,8554,330,53,179284,O,EN LOCATION,EQP,VIO57UCR,YANMAR,14/10/2014,31/01/2023,98,97,"1,01","7263,5",2020,200,254,80010.0,36500,68,,3.0
8555,8555,330,53,179284,O,EN LOCATION,EQP,VIO57UCR,YANMAR,14/10/2014,31/01/2023,98,97,"1,01","7536,92",2021,115,255,80325.0,36500,52,,3.0
8556,8556,330,53,179284,O,EN LOCATION,EQP,VIO57UCR,YANMAR,14/10/2014,31/01/2023,98,97,"1,01","12835,37",2022,130,254,80010.0,36500,24,,3.0
8557,8557,330,53,205820,U,RETOUR PLANIFIE,EQP,80VJR,MANITOU,26/10/2020,02/09/2023,88,119,"0,74","1807,56",2020,28,47,6251.0,18000,47,,2.0
8558,8558,330,53,205820,U,RETOUR PLANIFIE,EQP,80VJR,MANITOU,26/10/2020,02/09/2023,88,119,"0,74","4243,11",2021,76,250,33915.0,18000,107,,2.0
8559,8559,330,53,205820,U,RETOUR PLANIFIE,EQP,80VJR,MANITOU,26/10/2020,02/09/2023,88,119,"0,74","5452,77",2022,88,254,33782.0,18000,84,,2.0
8560,8560,330,53,205821,O,EN LOCATION,EQP,100VJR,MANITOU,26/10/2020,02/09/2023,88,119,"0,74","822,5",2020,13,47,6721.0,18500,96,,2.0
8561,8561,330,53,205821,O,EN LOCATION,EQP,100VJR,MANITOU,26/10/2020,02/09/2023,88,119,"0,74","5067,67",2021,165,255,36465.0,18500,92,,2.0
8562,8562,330,53,205821,O,EN LOCATION,EQP,100VJR,MANITOU,26/10/2020,02/09/2023,88,119,"0,74","4747,03",2022,65,225,36322.0,18500,80,,2.0
8563,8563,330,53,205822,O,EN LOCATION,EQP,150AETJ-C,MANITOU,18/06/2015,31/01/2023,89,119,"0,75","10058,85",2018,122,252,46620.0,33000,30,,2.0
8564,8564,330,53,205822,O,EN LOCATION,EQP,150AETJ-C,MANITOU,18/06/2015,31/01/2023,89,119,"0,75","2455,9",2019,49,49,46435.0,33000,24,,2.0
8565,8565,330,53,205822,O,EN LOCATION,EQP,150AETJ-C,MANITOU,18/06/2015,31/01/2023,89,119,"0,75","4027,2",2020,62,119,46990.0,33000,36,,2.0
8566,8566,330,53,205822,O,EN LOCATION,EQP,150AETJ-C,MANITOU,18/06/2015,31/01/2023,89,119,"0,75","8406,93",2021,104,255,47175.0,33000,37,,2.0
8567,8567,330,53,205822,O,EN LOCATION,EQP,150AETJ-C,MANITOU,18/06/2015,31/01/2023,89,119,"0,75","6074,15",2022,93,254,46990.0,33000,50,,2.0
8568,8568,330,53,205850,U,RETOUR PLANIFIE,EQP,80VJR,MANITOU,26/10/2020,13/02/2023,88,119,"0,74",639,2021,9,25,0.0,18000,69,,2.0
8569,8569,330,53,205945,O,EN LOCATION,EQP,X12 EW,AIRO,23/09/2015,28/02/2023,86,112,"0,77","4073,28",2018,97,252,26460.0,16000,41,,2.0
8570,8570,330,53,205945,O,EN LOCATION,EQP,X12 EW,AIRO,23/09/2015,28/02/2023,86,112,"0,77",2490,2019,53,183,26355.0,16000,49,,2.0
8571,8571,330,53,205945,O,EN LOCATION,EQP,X12 EW,AIRO,23/09/2015,28/02/2023,86,112,"0,77","3347,7",2020,51,205,26670.0,16000,41,,2.0
8572,8572,330,53,205945,O,EN LOCATION,EQP,X12 EW,AIRO,23/09/2015,28/02/2023,86,112,"0,77","4680,1",2021,92,255,26775.0,16000,36,,2.0
8573,8573,330,53,205945,O,EN LOCATION,EQP,X12 EW,AIRO,23/09/2015,28/02/2023,86,112,"0,77","3088,16",2022,51,238,26670.0,16000,52,,2.0
8574,8574,330,53,205946,A,DISPONIBLE,EQP,X12 EW,AIRO,07/07/2015,02/06/2023,89,112,"0,79",318,2018,6,21,0.0,16000,40,,2.0
8575,8575,330,53,206494,A,DISPONIBLE,EQP,PECOLIFT,POWERTOWER,06/07/2015,10/11/2022,89,112,"0,79","849,1",2018,62,150,0.0,3700,22,,2.0
8576,8576,330,53,206494,A,DISPONIBLE,EQP,PECOLIFT,POWERTOWER,06/07/2015,10/11/2022,89,112,"0,79","1695,75",2019,58,251,0.0,3700,19,,2.0
8577,8577,330,53,206494,A,DISPONIBLE,EQP,PECOLIFT,POWERTOWER,06/07/2015,10/11/2022,89,112,"0,79",0,2020,4,24,0.0,3700,0,,2.0
8578,8578,330,53,209409,O,EN LOCATION,EQP,MT732-100,MANITOU,26/10/2020,02/09/2023,88,116,"0,76","2644,46",2020,35,47,8225.0,43000,72,,1.0
8579,8579,330,53,209409,O,EN LOCATION,EQP,MT732-100,MANITOU,26/10/2020,02/09/2023,88,116,"0,76","11872,71",2021,148,255,44625.0,43000,87,,1.0
8580,8580,330,53,209409,O,EN LOCATION,EQP,MT732-100,MANITOU,26/10/2020,02/09/2023,88,116,"0,76","7810,19",2022,95,216,44450.0,43000,112,,1.0
8581,8581,330,53,209414,O,EN LOCATION,ACC,CBA2000,MANITOU,28/07/2015,02/10/2023,88,83,"1,06",0,2018,0,263,9125.0,2300,0,,1.0
8582,8582,330,53,209414,O,EN LOCATION,ACC,CBA2000,MANITOU,28/07/2015,02/10/2023,88,83,"1,06",217,2019,35,320,9125.0,2300,90,,1.0
8583,8583,330,53,209414,O,EN LOCATION,ACC,CBA2000,MANITOU,28/07/2015,02/10/2023,88,83,"1,06",0,2020,1,302,9150.0,2300,0,,1.0
8584,8584,330,53,209414,O,EN LOCATION,ACC,CBA2000,MANITOU,28/07/2015,02/10/2023,88,83,"1,06","164,22",2021,59,309,9125.0,2300,115,,1.0
8585,8585,330,53,209414,O,EN LOCATION,ACC,CBA2000,MANITOU,28/07/2015,02/10/2023,88,83,"1,06","362,53",2022,63,365,9125.0,2300,62,,1.0
8586,8586,330,53,209415,A,DISPONIBLE,ACC,CBA2000,MANITOU,28/07/2015,08/08/2022,88,83,"1,06",0,2018,0,365,9125.0,2300,0,,1.0
8587,8587,330,53,209415,A,DISPONIBLE,ACC,CBA2000,MANITOU,28/07/2015,08/08/2022,88,83,"1,06",0,2019,0,365,9125.0,2300,0,,1.0
8588,8588,330,53,209415,A,DISPONIBLE,ACC,CBA2000,MANITOU,28/07/2015,08/08/2022,88,83,"1,06","98,67",2020,37,356,9150.0,2300,192,,1.0
8589,8589,330,53,209415,A,DISPONIBLE,ACC,CBA2000,MANITOU,28/07/2015,08/08/2022,88,83,"1,06",0,2021,0,62,9125.0,2300,0,,1.0
8590,8590,330,53,209415,A,DISPONIBLE,ACC,CBA2000,MANITOU,28/07/2015,08/08/2022,88,83,"1,06",0,2022,0,0,9125.0,2300,0,,1.0
8591,8591,330,53,210219,A,DISPONIBLE,EQP,MT932EASY,MANITOU,26/10/2020,02/09/2023,88,116,"0,76","4623,75",2020,40,47,10340.0,46000,49,,1.0
8592,8592,330,53,210219,A,DISPONIBLE,EQP,MT932EASY,MANITOU,26/10/2020,02/09/2023,88,116,"0,76","13221,22",2021,192,255,56100.0,46000,93,,1.0
8593,8593,330,53,210219,A,DISPONIBLE,EQP,MT932EASY,MANITOU,26/10/2020,02/09/2023,88,116,"0,76","11254,28",2022,121,254,55880.0,46000,109,,1.0
8594,8594,330,53,210230,O,EN LOCATION,ACC,BMICF230+CLBR2,MAGSI,07/07/2015,02/10/2023,89,83,"1,07",0,2018,0,365,9125.0,2300,0,,1.0
8595,8595,330,53,210230,O,EN LOCATION,ACC,BMICF230+CLBR2,MAGSI,07/07/2015,02/10/2023,89,83,"1,07",0,2019,0,365,9125.0,2300,0,,1.0
8596,8596,330,53,210230,O,EN LOCATION,ACC,BMICF230+CLBR2,MAGSI,07/07/2015,02/10/2023,89,83,"1,07","279,33",2020,47,358,9150.0,2300,87,,1.0
8597,8597,330,53,210230,O,EN LOCATION,ACC,BMICF230+CLBR2,MAGSI,07/07/2015,02/10/2023,89,83,"1,07","114,72",2021,52,222,9125.0,2300,131,,1.0
8598,8598,330,53,210230,O,EN LOCATION,ACC,BMICF230+CLBR2,MAGSI,07/07/2015,02/10/2023,89,83,"1,07","133,5",2022,30,365,9125.0,2300,185,,1.0
8599,8599,330,53,210296,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,HA15IP,HAULOTTE,28/02/2022,14/02/2023,89,119,"0,75",0,2022,1,3,0.0,33000,0,,2.0
8600,8600,330,53,213963,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,PECOLIFT,POWERTOWER,21/09/2015,02/06/2023,86,112,"0,77","333,99",2018,22,107,6820.0,3700,55,,2.0
8601,8601,330,53,213963,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,PECOLIFT,POWERTOWER,21/09/2015,02/06/2023,86,112,"0,77","812,6",2019,83,251,13805.0,3700,53,,2.0
8602,8602,330,53,213963,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,PECOLIFT,POWERTOWER,21/09/2015,02/06/2023,86,112,"0,77","2649,3",2020,89,254,13970.0,3700,17,,2.0
8603,8603,330,53,213963,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,PECOLIFT,POWERTOWER,21/09/2015,02/06/2023,86,112,"0,77","249,25",2021,7,255,14025.0,3700,176,,2.0
8604,8604,330,53,213963,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,PECOLIFT,POWERTOWER,21/09/2015,02/06/2023,86,112,"0,77",0,2022,0,254,13970.0,3700,0,,2.0
8605,8605,330,53,22072,O,EN LOCATION,ACC,CBR780,MANITOU,22/04/2005,31/01/2023,211,83,"2,55",0,2021,1,1,0.0,1500,0,,1.0
8606,8606,330,53,225116,U,RETOUR PLANIFIE,EQP,VIO25,YANMAR,27/01/2022,02/06/2023,78,97,"0,8","11742,04",2022,140,236,43660.0,23700,113,,3.0
8607,8607,330,53,225124,S,VENDU,EQP,SJ6832RT,SKYJACK,23/02/2016,15/02/2023,81,112,"0,73",1471,2020,19,84,0.0,36000,89,06/02/2023,2.0
8608,8608,330,53,225947,A,DISPONIBLE,EQP,VIO25-CPY,YANMAR,27/01/2022,15/02/2023,78,97,"0,8","11197,86",2022,201,236,43660.0,23700,118,,3.0
8609,8609,330,53,225956,O,EN LOCATION,EQP,ECR50D,VOLVO,31/03/2021,02/06/2023,80,97,"0,83","7944,56",2021,65,193,60795.0,36500,113,,3.0
8610,8610,330,53,225956,O,EN LOCATION,EQP,ECR50D,VOLVO,31/03/2021,02/06/2023,80,97,"0,83","13919,95",2022,160,254,80010.0,36500,85,,3.0
8611,8611,330,53,225961,A,DISPONIBLE,EQP,VIO80ACR,YANMAR,25/05/2021,15/12/2022,82,90,"0,91",9559,2021,53,144,62400.0,55000,97,,3.0
8612,8612,330,53,225961,A,DISPONIBLE,EQP,VIO80ACR,YANMAR,25/05/2021,15/12/2022,82,90,"0,91","7341,47",2022,46,249,101600.0,55000,218,,3.0
8613,8613,330,53,226039,O,EN LOCATION,EQP,MT625EASY,MANITOU,26/07/2021,31/01/2023,82,116,"0,7","4440,15",2021,135,113,18193.0,37000,147,,1.0
8614,8614,330,53,226039,O,EN LOCATION,EQP,MT625EASY,MANITOU,26/07/2021,31/01/2023,82,116,"0,7","9538,64",2022,273,251,40894.0,37000,145,,1.0
8615,8615,330,53,226363,O,EN LOCATION,EQP,160ATJEO 350°,MANITOU,26/07/2021,31/01/2023,81,117,"0,69","3591,75",2021,39,113,28250.0,38000,187,,2.0
8616,8616,330,53,226363,O,EN LOCATION,EQP,160ATJEO 350°,MANITOU,26/07/2021,31/01/2023,81,117,"0,69","11918,04",2022,136,254,63500.0,38000,127,,2.0
8617,8617,330,53,226371,U,RETOUR PLANIFIE,EQP,100VJR,MANITOU,26/07/2021,02/10/2023,81,119,"0,68","4150,95",2021,119,113,16159.0,18500,86,,2.0
8618,8618,330,53,226371,U,RETOUR PLANIFIE,EQP,100VJR,MANITOU,26/07/2021,02/10/2023,81,119,"0,68","9082,85",2022,174,228,36322.0,18500,60,,2.0
8619,8619,330,53,226372,O,EN LOCATION,EQP,100VJR,MANITOU,26/07/2021,02/10/2023,81,119,"0,68","4491,12",2021,102,113,16159.0,18500,80,,2.0
8620,8620,330,53,226372,O,EN LOCATION,EQP,100VJR,MANITOU,26/07/2021,02/10/2023,81,119,"0,68","8145,75",2022,196,254,36322.0,18500,85,,2.0
8621,8621,330,53,226399,O,EN LOCATION,EQP,200ATJEO 350°,MANITOU,17/01/2022,13/02/2023,81,117,"0,69","21950,97",2022,218,244,93940.0,56000,147,,2.0
8622,8622,330,53,226574,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,02/09/2023,79,119,"0,67","4638,95",2018,87,250,33516.0,18000,41,,2.0
8623,8623,330,53,226574,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,02/09/2023,79,119,"0,67","6235,55",2019,269,251,33383.0,18000,43,,2.0
8624,8624,330,53,226574,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,02/09/2023,79,119,"0,67","6891,7",2020,146,254,33782.0,18000,28,,2.0
8625,8625,330,53,226574,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,02/09/2023,79,119,"0,67","7285,9",2021,119,251,33915.0,18000,26,,2.0
8626,8626,330,53,226574,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,02/09/2023,79,119,"0,67","6048,38",2022,100,254,33782.0,18000,32,,2.0
8627,8627,330,53,226575,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,14/02/2023,79,119,"0,67","3731,91",2018,83,245,33516.0,18000,57,,2.0
8628,8628,330,53,226575,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,14/02/2023,79,119,"0,67","5273,15",2019,98,251,33383.0,18000,38,,2.0
8629,8629,330,53,226575,O,EN LOCATION,EQP,T8E,JLG,20/04/2016,14/02/2023,79,119,"0,67","5145,36",2020,102,221,29393.0,18000,34,,2.0
8630,8630,330,53,227369,U,RETOUR PLANIFIE,EQP,XS8 ER,AIRO,21/03/2016,13/02/2023,80,112,"0,72","5357,35",2018,158,252,19152.0,9900,20,,2.0
8631,8631,330,53,227369,U,RETOUR PLANIFIE,EQP,XS8 ER,AIRO,21/03/2016,13/02/2023,80,112,"0,72","3088,92",2019,95,251,19076.0,9900,34,,2.0
8632,8632,330,53,227369,U,RETOUR PLANIFIE,EQP,XS8 ER,AIRO,21/03/2016,13/02/2023,80,112,"0,72","1498,7",2020,65,209,15884.0,9900,59,,2.0
8633,8633,330,53,228845,N,PANNE COURT TERME,EQP,MT1840ST3BS2,MANITOU,01/01/2022,02/07/2023,80,111,"0,72","5949,13",2022,44,254,71120.0,61000,615,,1.0
8634,8634,330,53,231284,A,DISPONIBLE,EQP,P38.14,MERLO,27/01/2022,02/10/2023,78,111,"0,7","10101,49",2022,79,236,59000.0,55000,304,,1.0
8635,8635,330,53,231285,A,DISPONIBLE,ACC,BENNE /P38.14,MERLO,29/07/2016,24/11/2022,76,83,"0,92",0,2018,5,241,1764.0,1500,0,,1.0
8636,8636,330,53,231285,A,DISPONIBLE,ACC,BENNE /P38.14,MERLO,29/07/2016,24/11/2022,76,83,"0,92",0,2019,13,191,1757.0,1500,0,,1.0
8637,8637,330,53,231285,A,DISPONIBLE,ACC,BENNE /P38.14,MERLO,29/07/2016,24/11/2022,76,83,"0,92",0,2020,0,254,1778.0,1500,0,,1.0
8638,8638,330,53,231285,A,DISPONIBLE,ACC,BENNE /P38.14,MERLO,29/07/2016,24/11/2022,76,83,"0,92",0,2021,0,255,1785.0,1500,0,,1.0
8639,8639,330,53,231285,A,DISPONIBLE,ACC,BENNE /P38.14,MERLO,29/07/2016,24/11/2022,76,83,"0,92",0,2022,8,254,1778.0,1500,0,,1.0
8640,8640,330,53,231303,U,RETOUR PLANIFIE,ACC,OHTL4014,HAULOTTE,21/12/2016,02/08/2023,71,83,"0,86",0,2018,0,58,406.0,1500,0,,1.0
8641,8641,330,53,258451,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,540-140,JCB,31/01/2022,02/03/2023,71,111,"0,64","10627,88",2022,80,234,58500.0,55000,286,,1.0
8642,8642,330,53,258467,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,540-140,JCB,31/01/2022,13/02/2023,70,111,"0,63",0,2022,0,234,58500.0,55000,0,,1.0
8643,8643,330,53,258520,O,EN LOCATION,EQP,540-140,JCB,31/01/2022,31/01/2023,70,111,"0,63","16391,05",2022,165,234,58500.0,55000,185,,1.0
8644,8644,330,53,258569,A,DISPONIBLE,EQP,540-140,JCB,31/12/2021,15/02/2023,71,111,"0,64","2971,47",2021,29,1,250.0,55000,4,,1.0
8645,8645,330,53,258569,A,DISPONIBLE,EQP,540-140,JCB,31/12/2021,15/02/2023,71,111,"0,64","16332,35",2022,132,251,63500.0,55000,171,,1.0
8646,8646,330,53,259132,U,RETOUR PLANIFIE,EQP,MT625EASY,MANITOU,07/12/2022,02/10/2023,69,116,"0,59","772,37",2022,9,18,2898.0,37000,2352,,1.0
8647,8647,330,53,259199,O,EN LOCATION,EQP,120AETJ-C,MANITOU,01/07/2022,02/01/2023,71,119,"0,6","3900,39",2022,58,120,18415.0,29000,359,,2.0
8648,8648,330,53,259530,O,EN LOCATION,EQP,MT932EASY,MANITOU,07/12/2022,31/01/2023,69,116,"0,59",1375,2022,22,18,3960.0,46000,1642,,1.0
8649,8649,330,53,259531,O,EN LOCATION,EQP,MT932EASY,MANITOU,07/12/2022,02/03/2023,69,116,"0,59","1084,8",2022,9,18,3960.0,46000,2082,,1.0
8650,8650,330,53,260433,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,8016CTS,JCB,04/10/2022,15/02/2023,69,97,"0,71",1812,2022,60,62,9486.0,18300,596,,3.0
8651,8651,330,53,261119,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/06/2023,69,112,"0,61","5652,6",2018,166,252,19152.0,9900,18,,2.0
8652,8652,330,53,261119,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/06/2023,69,112,"0,61","2776,06",2019,64,251,19076.0,9900,37,,2.0
8653,8653,330,53,261119,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/06/2023,69,112,"0,61","2002,6",2020,66,103,19304.0,9900,21,,2.0
8654,8654,330,53,261119,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/06/2023,69,112,"0,61","5266,3",2021,170,255,19380.0,9900,20,,2.0
8655,8655,330,53,261119,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/06/2023,69,112,"0,61","6287,92",2022,192,254,19304.0,9900,18,,2.0
8656,8656,330,53,261120,A,DISPONIBLE,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","3879,75",2018,107,131,19152.0,9900,13,,2.0
8657,8657,330,53,261120,A,DISPONIBLE,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","1111,7",2019,24,96,19076.0,9900,32,,2.0
8658,8658,330,53,261120,A,DISPONIBLE,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","5179,5",2020,155,254,19304.0,9900,18,,2.0
8659,8659,330,53,261120,A,DISPONIBLE,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","5974,78",2021,178,255,19380.0,9900,16,,2.0
8660,8660,330,53,261120,A,DISPONIBLE,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","5977,02",2022,141,254,19304.0,9900,16,,2.0
8661,8661,330,53,261121,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","3998,15",2018,91,252,19152.0,9900,29,,2.0
8662,8662,330,53,261121,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","3112,8",2019,136,251,19076.0,9900,37,,2.0
8663,8663,330,53,261121,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","3446,35",2020,106,254,19304.0,9900,34,,2.0
8664,8664,330,53,261121,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","4204,85",2021,98,251,19380.0,9900,28,,2.0
8665,8665,330,53,261121,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,02/02/2023,69,112,"0,61","5290,78",2022,144,254,19304.0,9900,22,,2.0
8666,8666,330,53,261122,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,31/01/2023,69,112,"0,61","3701,3",2018,171,221,19152.0,9900,24,,2.0
8667,8667,330,53,261122,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,31/01/2023,69,112,"0,61","2301,37",2019,72,215,19076.0,9900,37,,2.0
8668,8668,330,53,261122,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,31/01/2023,69,112,"0,61","3894,31",2020,85,254,19304.0,9900,26,,2.0
8669,8669,330,53,261122,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,31/01/2023,69,112,"0,61","3564,7",2021,148,248,19380.0,9900,34,,2.0
8670,8670,330,53,261122,O,EN LOCATION,EQP,SJIII3220,SKYJACK,14/03/2017,31/01/2023,69,112,"0,61","5348,38",2022,150,254,19304.0,9900,20,,2.0
8671,8671,330,53,261294,N,PANNE COURT TERME,EQP,SJIII4626,SKYJACK,21/01/2022,01/06/2023,70,112,"0,62","3471,07",2022,73,240,23040.0,12700,207,,2.0
8672,8672,330,53,261410,O,EN LOCATION,EQP,450AJ,JLG,21/10/2022,13/02/2023,69,117,"0,59","1594,38",2022,28,49,12250.0,38000,1112,,2.0
8673,8673,330,53,261571,U,RETOUR PLANIFIE,EQP,X12 EW,AIRO,25/04/2017,02/10/2023,67,112,"0,6","3928,6",2018,90,231,26460.0,16000,39,,2.0
8674,8674,330,53,261571,U,RETOUR PLANIFIE,EQP,X12 EW,AIRO,25/04/2017,02/10/2023,67,112,"0,6","3276,95",2019,64,182,26355.0,16000,37,,2.0
8675,8675,330,53,261571,U,RETOUR PLANIFIE,EQP,X12 EW,AIRO,25/04/2017,02/10/2023,67,112,"0,6","3346,9",2020,52,210,22050.0,16000,42,,2.0
8676,8676,330,53,261902,O,EN LOCATION,EQP,MT932EASY,MANITOU,01/04/2022,02/06/2023,69,116,"0,59","7426,63",2022,93,190,41800.0,46000,372,,1.0
8677,8677,330,53,263563,A,DISPONIBLE,EQP,VIO25CR,YANMAR,05/10/2022,13/01/2023,69,97,"0,71","2349,93",2022,27,61,11285.0,23700,586,,3.0
8678,8678,330,53,264055,A,DISPONIBLE,EQP,150AETJ-C,MANITOU,01/04/2022,13/02/2023,69,119,"0,58","6201,03",2022,91,190,35150.0,33000,319,,2.0
8679,8679,330,53,264091,O,EN LOCATION,EQP,150AETJ-C,MANITOU,04/10/2022,02/09/2023,68,119,"0,57","2185,5",2022,26,60,11470.0,33000,640,,2.0
8680,8680,330,53,264533,U,RETOUR PLANIFIE,EQP,VIO80-1A,YANMAR,05/10/2022,14/02/2023,68,90,"0,75","2870,66",2022,17,61,24400.0,55000,1113,,3.0
8681,8681,330,53,264534,N,PANNE COURT TERME,EQP,VIO80-1A,YANMAR,05/10/2022,02/01/2023,68,90,"0,75","3847,89",2022,19,61,24400.0,55000,830,,3.0
8682,8682,330,53,266970,U,RETOUR PLANIFIE,EQP,48Z-1,JCB,04/10/2022,14/02/2023,68,97,"0,7","2693,8",2022,26,62,19530.0,36500,800,,3.0
8683,8683,330,53,267063,A,DISPONIBLE,EQP,200ATJEO 350°,MANITOU,15/03/2017,15/02/2023,69,117,"0,59","15261,52",2018,165,252,97020.0,56000,43,,2.0
8684,8684,330,53,267063,A,DISPONIBLE,EQP,200ATJEO 350°,MANITOU,15/03/2017,15/02/2023,69,117,"0,59","11346,1",2019,108,251,96635.0,56000,58,,2.0
8685,8685,330,53,267063,A,DISPONIBLE,EQP,200ATJEO 350°,MANITOU,15/03/2017,15/02/2023,69,117,"0,59","13695,42",2020,115,254,97790.0,56000,48,,2.0
8686,8686,330,53,267063,A,DISPONIBLE,EQP,200ATJEO 350°,MANITOU,15/03/2017,15/02/2023,69,117,"0,59","9877,5",2021,137,255,98175.0,56000,67,,2.0
8687,8687,330,53,267063,A,DISPONIBLE,EQP,200ATJEO 350°,MANITOU,15/03/2017,15/02/2023,69,117,"0,59","17235,36",2022,170,249,97790.0,56000,38,,2.0
