int64_field_0,Agence_Gerante,Region_Proprietaire,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Ann__e_Construction_Mat,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,Valeur_Locative_Th_TR_IndM,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_nette_comptable,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference
16788,1128,68,Mat - 161816,A,DISPONIBLE,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,16/01/2023,2014,104,97,"1,07",67310,"9677,32",2022,88,254,"275,14",30500,40
16789,6801,68,Mat - 161824,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,23/07/2021,2014,86,97,"0,89",66780,"12899,5",2018,133,252,"275,14",30500,37
16790,6801,68,Mat - 161824,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,23/07/2021,2014,86,97,"0,89",66515,"11639,68",2019,113,251,"275,14",30500,48
16791,6801,68,Mat - 161824,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,23/07/2021,2014,86,97,"0,89",67310,"11091,13",2020,92,254,"275,14",30500,47
16792,6801,68,Mat - 161824,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,23/07/2021,2014,86,97,"0,89",33390,4591,2021,33,126,"275,14",30500,61
16793,6801,68,Mat - 161825,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,19/10/2022,2014,102,97,"1,05",66780,"12398,5",2018,154,252,"275,14",30500,30
16794,6801,68,Mat - 161825,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,19/10/2022,2014,102,97,"1,05",66515,"11431,75",2019,116,251,"275,14",30500,32
16795,6801,68,Mat - 161825,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,19/10/2022,2014,102,97,"1,05",67310,"13187,07",2020,111,254,"275,14",30500,28
16796,6801,68,Mat - 161825,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,19/10/2022,2014,102,97,"1,05",67575,"15367,6",2021,121,255,"275,14",30500,24
16797,6801,68,Mat - 161825,S,VENDU,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,19/10/2022,2014,102,97,"1,05",52470,"22721,6",2022,57,198,"275,14",30500,14
16798,915,65,Mat - 161832,N,PANNE COURT TERME,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,30/01/2023,2014,104,97,"1,07",66780,9841,2018,124,252,"275,14",30500,31
16799,915,65,Mat - 161832,N,PANNE COURT TERME,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,30/01/2023,2014,104,97,"1,07",66515,"6335,8",2019,63,251,"275,14",30500,56
16800,915,65,Mat - 161832,N,PANNE COURT TERME,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,30/01/2023,2014,104,97,"1,07",67310,"6677,9",2020,80,254,"275,14",30500,50
16801,915,65,Mat - 161832,N,PANNE COURT TERME,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,30/01/2023,2014,104,97,"1,07",67575,"7993,8",2021,77,235,"275,14",30500,51
16802,915,65,Mat - 161832,N,PANNE COURT TERME,057-0005 - MINIPELLE 3.5T,EQP,8035ZTS,JCB,05/01/2019,30/01/2023,2014,104,97,"1,07",67310,"11916,66",2022,132,254,"275,14",30500,32
16803,7435,68,Mat - 161837,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/03/2023,2014,101,90,"1,12",100800,"20640,3",2018,114,252,"515,14",55000,30
16804,7435,68,Mat - 161837,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/03/2023,2014,101,90,"1,12",100400,"13397,85",2019,80,251,"515,14",55000,57
16805,7435,68,Mat - 161837,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/03/2023,2014,101,90,"1,12",101600,"11685,5",2020,87,254,"515,14",55000,53
16806,7435,68,Mat - 161837,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/03/2023,2014,101,90,"1,12",102000,"24285,55",2021,171,255,"515,14",55000,26
16807,7435,68,Mat - 161837,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/03/2023,2014,101,90,"1,12",101600,"4337,71",2022,32,254,"515,14",55000,155
16808,3242,68,Mat - 161838,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/01/2023,2014,102,90,"1,14",100800,"16716,04",2018,102,252,"515,14",55000,38
16809,3242,68,Mat - 161838,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/01/2023,2014,102,90,"1,14",100400,"17243,35",2019,120,251,"515,14",55000,42
16810,3242,68,Mat - 161838,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/01/2023,2014,102,90,"1,14",101600,"16958,95",2020,112,254,"515,14",55000,31
16811,3242,68,Mat - 161838,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/01/2023,2014,102,90,"1,14",102000,"20203,36",2021,157,255,"515,14",55000,40
16812,3242,68,Mat - 161838,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,8085ZTS,JCB,08/01/2019,02/01/2023,2014,102,90,"1,14",101600,"13233,16",2022,89,254,"515,14",55000,46
16813,917,65,Mat - 161883,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,31/01/2023,2014,103,116,"0,89",40572,"11947,29",2018,163,252,"373,64",37000,44
16814,917,65,Mat - 161883,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,31/01/2023,2014,103,116,"0,89",40411,"10495,01",2019,127,251,"373,64",37000,40
16815,917,65,Mat - 161883,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,31/01/2023,2014,103,116,"0,89",40894,"13108,75",2020,231,254,"373,64",37000,25
16816,917,65,Mat - 161883,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,31/01/2023,2014,103,116,"0,89",41055,"15440,4",2021,213,255,"373,64",37000,28
16817,917,65,Mat - 161883,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,31/01/2023,2014,103,116,"0,89",40894,"9303,07",2022,187,254,"373,64",37000,54
16818,922,65,Mat - 161884,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,30/01/2023,2014,103,83,"1,24",1764,"154,73",2018,36,252,0,1500,95
16819,922,65,Mat - 161884,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,30/01/2023,2014,103,83,"1,24",1757,"125,99",2019,78,251,0,1500,143
16820,922,65,Mat - 161884,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,30/01/2023,2014,103,83,"1,24",1778,"266,51",2020,83,254,0,1500,56
16821,922,65,Mat - 161884,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,30/01/2023,2014,103,83,"1,24",1785,379,2021,163,255,0,1500,54
16822,922,65,Mat - 161884,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,30/01/2023,2014,103,83,"1,24",1778,"274,51",2022,80,254,0,1500,79
16823,929,65,Mat - 161885,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/10/2023,2014,103,116,"0,89",40572,"11451,4",2018,209,252,"373,64",37000,39
16824,929,65,Mat - 161885,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/10/2023,2014,103,116,"0,89",40411,"11267,5",2019,128,251,"373,64",37000,37
16825,929,65,Mat - 161885,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/10/2023,2014,103,116,"0,89",40894,"14110,53",2020,125,254,"373,64",37000,32
16826,929,65,Mat - 161885,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/10/2023,2014,103,116,"0,89",41055,"15112,92",2021,190,255,"373,64",37000,32
16827,929,65,Mat - 161885,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/10/2023,2014,103,116,"0,89",40894,12255,2022,215,254,"373,64",37000,34
16828,930,65,Mat - 161886,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1764,0,2018,66,244,0,1500,0
16829,930,65,Mat - 161886,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1757,0,2019,277,251,0,1500,0
16830,930,65,Mat - 161886,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1778,0,2020,306,254,0,1500,0
16831,930,65,Mat - 161886,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1785,0,2021,348,255,0,1500,0
16832,930,65,Mat - 161886,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1778,0,2022,320,254,0,1500,0
16833,7464,65,Mat - 161887,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,14/02/2023,2014,103,116,"0,89",40572,"15727,35",2018,165,252,"373,64",37000,20
16834,7464,65,Mat - 161887,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,14/02/2023,2014,103,116,"0,89",40411,"13002,75",2019,141,251,"373,64",37000,32
16835,7464,65,Mat - 161887,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,14/02/2023,2014,103,116,"0,89",40894,"11205,75",2020,103,254,"373,64",37000,37
16836,7464,65,Mat - 161887,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,14/02/2023,2014,103,116,"0,89",41055,"10764,83",2021,120,255,"373,64",37000,34
16837,7464,65,Mat - 161887,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,14/02/2023,2014,103,116,"0,89",40894,"10580,67",2022,100,216,"373,64",37000,57
16838,7462,65,Mat - 161888,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1764,"246,83",2018,54,252,0,1500,54
16839,7462,65,Mat - 161888,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1757,"15,3",2019,44,251,0,1500,1436
16840,7462,65,Mat - 161888,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1778,"212,87",2020,42,254,0,1500,73
16841,7462,65,Mat - 161888,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1785,"374,34",2021,93,255,0,1500,36
16842,7462,65,Mat - 161888,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1778,0,2022,208,254,0,1500,0
16843,917,65,Mat - 161892,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/08/2023,2014,103,116,"0,89",40572,"11143,66",2018,150,252,"373,64",37000,51
16844,917,65,Mat - 161892,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/08/2023,2014,103,116,"0,89",40411,"9567,55",2019,141,251,"373,64",37000,41
16845,917,65,Mat - 161892,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/08/2023,2014,103,116,"0,89",40894,"9661,61",2020,144,254,"373,64",37000,36
16846,917,65,Mat - 161892,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/08/2023,2014,103,116,"0,89",41055,"11890,16",2021,125,255,"373,64",37000,51
16847,917,65,Mat - 161892,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625T,MANITOU,06/03/2019,02/08/2023,2014,103,116,"0,89",40894,"13154,57",2022,226,254,"373,64",37000,23
16848,917,65,Mat - 161893,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1764,"74,01",2018,76,252,0,1500,201
16849,917,65,Mat - 161893,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1757,0,2019,245,251,0,1500,0
16850,917,65,Mat - 161893,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1778,"531,42",2020,168,254,0,1500,28
16851,917,65,Mat - 161893,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1785,"217,8",2021,54,255,0,1500,77
16852,917,65,Mat - 161893,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR730,MANITOU,06/03/2019,31/01/2023,2014,103,83,"1,24",1778,398,2022,199,254,0,1500,59
16853,930,65,Mat - 161897,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/10/2014,02/08/2023,2014,106,111,"0,95",63000,"7321,61",2018,141,252,5100,52000,85
16854,930,65,Mat - 161897,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/10/2014,02/08/2023,2014,106,111,"0,95",62750,"10356,46",2019,161,251,5100,52000,55
16855,930,65,Mat - 161897,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/10/2014,02/08/2023,2014,106,111,"0,95",63500,"13215,47",2020,152,254,5100,52000,44
16856,930,65,Mat - 161897,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/10/2014,02/08/2023,2014,106,111,"0,95",63750,"10662,07",2021,215,255,5100,52000,59
16857,930,65,Mat - 161897,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/10/2014,02/08/2023,2014,106,111,"0,95",63500,"16056,01",2022,156,254,5100,52000,45
16858,916,65,Mat - 161898,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,02/10/2014,26/12/2022,2014,106,83,"1,27",1764,"41,76",2018,118,252,0,1500,384
16859,916,65,Mat - 161898,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,02/10/2014,26/12/2022,2014,106,83,"1,27",1757,"347,88",2019,89,251,0,1500,57
16860,916,65,Mat - 161898,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,02/10/2014,26/12/2022,2014,106,83,"1,27",1778,23,2020,27,254,0,1500,877
16861,916,65,Mat - 161898,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,02/10/2014,26/12/2022,2014,106,83,"1,27",1785,"21,45",2021,94,255,0,1500,819
16862,916,65,Mat - 161898,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,02/10/2014,26/12/2022,2014,106,83,"1,27",1778,"112,56",2022,102,254,0,1500,143
16863,915,65,Mat - 161899,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,31/01/2023,2014,106,111,"0,95",63000,"14070,31",2018,177,252,5100,52000,35
16864,915,65,Mat - 161899,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,31/01/2023,2014,106,111,"0,95",62750,"13942,1",2019,172,251,5100,52000,43
16865,915,65,Mat - 161899,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,31/01/2023,2014,106,111,"0,95",63500,"10934,85",2020,113,254,5100,52000,58
16866,915,65,Mat - 161899,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,31/01/2023,2014,106,111,"0,95",63750,"13215,12",2021,142,235,5100,52000,55
16867,915,65,Mat - 161899,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,31/01/2023,2014,106,111,"0,95",63500,"14140,91",2022,190,238,5100,52000,40
16868,912,65,Mat - 161900,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,26/01/2023,2014,106,83,"1,27",1764,0,2018,103,252,0,1500,0
16869,912,65,Mat - 161900,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,26/01/2023,2014,106,83,"1,27",1757,0,2019,75,251,0,1500,0
16870,912,65,Mat - 161900,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,26/01/2023,2014,106,83,"1,27",1778,5,2020,64,254,0,1500,3384
16871,912,65,Mat - 161900,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,26/01/2023,2014,106,83,"1,27",1785,0,2021,96,255,0,1500,0
16872,912,65,Mat - 161900,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,26/01/2023,2014,106,83,"1,27",1778,"28,35",2022,97,254,0,1500,796
16873,930,65,Mat - 161901,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,19/02/2014,02/10/2023,2014,105,111,"0,95",63000,"6717,36",2018,74,252,5100,52000,87
16874,930,65,Mat - 161901,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,19/02/2014,02/10/2023,2014,105,111,"0,95",62750,"10636,34",2019,152,251,5100,52000,54
16875,930,65,Mat - 161901,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,19/02/2014,02/10/2023,2014,105,111,"0,95",63500,"12789,15",2020,134,254,5100,52000,46
16876,930,65,Mat - 161901,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,19/02/2014,02/10/2023,2014,105,111,"0,95",63750,"15516,16",2021,186,255,5100,52000,47
16877,930,65,Mat - 161901,U,RETOUR PLANIFIE,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,19/02/2014,02/10/2023,2014,105,111,"0,95",63500,"12324,96",2022,150,254,5100,52000,52
16878,918,65,Mat - 161902,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,19/02/2014,09/02/2022,2014,105,83,"1,27",1764,0,2018,153,252,0,1500,0
16879,918,65,Mat - 161902,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,19/02/2014,09/02/2022,2014,105,83,"1,27",1757,"39,25",2019,41,251,0,1500,379
16880,918,65,Mat - 161902,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,19/02/2014,09/02/2022,2014,105,83,"1,27",1778,"8,46",2020,185,254,0,1500,1781
16881,918,65,Mat - 161902,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,19/02/2014,09/02/2022,2014,105,83,"1,27",1785,68,2021,193,255,0,1500,297
16882,918,65,Mat - 161902,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,19/02/2014,09/02/2022,2014,105,83,"1,27",1778,"75,13",2022,52,254,0,1500,234
16883,929,65,Mat - 161903,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,02/02/2023,2014,106,111,"0,95",63000,"10578,55",2018,224,252,5100,52000,89
16884,929,65,Mat - 161903,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,02/02/2023,2014,106,111,"0,95",62750,"18374,9",2019,170,251,5100,52000,35
16885,929,65,Mat - 161903,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,02/02/2023,2014,106,111,"0,95",63500,"11576,36",2020,129,254,5100,52000,45
16886,929,65,Mat - 161903,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,02/02/2023,2014,106,111,"0,95",63750,"14348,03",2021,131,255,5100,52000,36
16887,929,65,Mat - 161903,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,02/12/2014,02/02/2023,2014,106,111,"0,95",63500,"17234,57",2022,135,254,5100,52000,30
16888,930,65,Mat - 161904,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,13/02/2023,2014,106,83,"1,27",1764,"28,3",2018,75,252,0,1500,823
16889,930,65,Mat - 161904,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,13/02/2023,2014,106,83,"1,27",1757,"48,6",2019,126,251,0,1500,364
16890,930,65,Mat - 161904,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,13/02/2023,2014,106,83,"1,27",1778,"5,64",2020,104,254,0,1500,2379
16891,930,65,Mat - 161904,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,13/02/2023,2014,106,83,"1,27",1785,0,2021,35,255,0,1500,0
16892,930,65,Mat - 161904,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000,MANITOU,02/12/2014,13/02/2023,2014,106,83,"1,27",1778,"702,2",2022,212,254,0,1500,32
16893,919,65,Mat - 161905,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,17/02/2014,02/08/2023,2014,105,111,"0,95",63000,"16330,8",2018,202,252,5100,52000,33
16894,919,65,Mat - 161905,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,17/02/2014,02/08/2023,2014,105,111,"0,95",62750,"17970,02",2019,194,251,5100,52000,30
16895,919,65,Mat - 161905,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,17/02/2014,02/08/2023,2014,105,111,"0,95",63500,"10876,1",2020,147,254,5100,52000,58
16896,919,65,Mat - 161905,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,17/02/2014,02/08/2023,2014,105,111,"0,95",63750,"9075,5",2021,111,255,5100,52000,75
16897,919,65,Mat - 161905,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,MT1335,MANITOU,17/02/2014,02/08/2023,2014,105,111,"0,95",63500,"12311,81",2022,126,254,5100,52000,59
16898,7463,65,Mat - 161906,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,17/02/2014,04/04/2022,2014,105,83,"1,27",1764,"326,64",2018,66,252,0,1500,44
16899,7463,65,Mat - 161906,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,17/02/2014,04/04/2022,2014,105,83,"1,27",1757,"313,66",2019,93,251,0,1500,45
16900,7463,65,Mat - 161906,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,17/02/2014,04/04/2022,2014,105,83,"1,27",1778,"100,27",2020,52,254,0,1500,156
16901,7463,65,Mat - 161906,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,17/02/2014,04/04/2022,2014,105,83,"1,27",1785,85,2021,176,255,0,1500,312
16902,7463,65,Mat - 161906,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,CBR1000L 2450MM,MANITOU,17/02/2014,04/04/2022,2014,105,83,"1,27",1778,"5,1",2022,42,235,0,1500,3486
16903,918,65,Mat - 161996,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,21/02/2014,31/01/2023,2014,105,117,"0,9",63000,"11079,58",2018,151,252,3500,38000,41
16904,918,65,Mat - 161996,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,21/02/2014,31/01/2023,2014,105,117,"0,9",62750,"10647,45",2019,130,251,3500,38000,46
16905,918,65,Mat - 161996,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEO350,MANITOU,21/02/2014,31/01/2023,2014,105,117,"0,9",63500,"10482,84",2020,204,254,3500,38000,40
